word_bw	word_ar	lemma_bw	lemma_ar	pos	stem_bw	stem_ar	gloss	root_bw	root_ar
AlAxr	الاخر	|xar	آخَر	adj	|xar	آخَر	the+other;another;latest+[def.nom.]	#.x.r	#.خ.ر
bHAr	بحار	baH~Ar	بَحّار	noun	baH~Ar	بَحّار	seaman;sailor+[indef.gen.]	b.H.r	ب.ح.ر
w	و	wa	وَ	conj	wa	وَ	and	NTWS	NTWS
Al*kryAt	الذكريات	*ikorayAt	ذِكْرَيات	noun	*ikoray	ذِكْرَي	the+memoirs;diary+[fem.pl.]	*.k.r	ذ.ك.ر
sfryAt	سفريات	safariy~ap	سَفَرِيَّة	noun	safariy~	سَفَرِيّ	journey;travel+[fem.pl.]	s.f.r	س.ف.ر
xlf	خلف	xalof	خَلْف	noun	xalof	خَلْف	rear;back+[def.acc.]	x.l.f	خ.ل.ف
Alfryq	الفريق	fariyq	فَرِيق	noun	fariyq	فَرِيق	the+team;band+[def.gen.]	f.r.q	ف.ر.ق
fY	فى	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
kl	كل	kul~	كُلّ	noun	kul~	كُلّ	every;all+[def.gen.]	k.l.l	ك.ل.ل
mkAn	مكان	makAn	مَكان	noun	makAn	مَكان	place;location;position+[indef.gen.]	k.#.n	ك.#.ن
Hb	حب	Hub~	حُبّ	noun	Hub~	حُبّ	love;affection+[indef.gen.]	H.b.b	ح.ب.ب
jArf	جارف	jArif	جارِف	noun	jArif	جارِف	torrential;stormy	j.r.f	ج.ر.ف
tkwyn	تكوين	takowiyn	تَكْوِين	noun	takowiyn	تَكْوِين	formation;genesis+[def.gen.]	k.#.n	ك.#.ن
t>lyf	تأليف	ta>oliyf	تَأْلِيف	noun	ta>oliyf	تَأْلِيف	authoring;composing;constituting+[def.gen.]	#.l.f	#.ل.ف
AlEdd	العدد	Eadad	عَدَد	noun	Eadad	عَدَد	the+number;quantity;issue+[def.acc.]	E.d.d	ع.د.د
fY	فى	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
>ql	أقل	>aqal~	أَقَلّ	noun	>aqal~	أَقَلّ	less;least;smaller;smallest;minimum+[def.acc.]	q.l.l	ق.ل.ل
mbArAh	مباراه	mubArAp	مُباراة	noun	mubArA	مُبارا	match;game;competition+[fem.sg.]	b.r.#	ب.ر.#
b>Y	بأى	>ay~	أَيّ	noun_quant	>ay~	أَيّ	by;with+any	#.#.#	#.#.#
HAl	حال	HAl	حال	noun	HAl	حال	situation;condition;case+[def.gen.]	H.#.l	ح.#.ل
mn	من	min	مِن	prep	min	مِن	from	m.n	م.ن
AlAHwAl	الاحوال	HAl	حال	noun	>aHowAl	أَحْوال	the+situations;conditions;cases+[def.gen.]	H.#.l	ح.#.ل
En	عن	Ean	عَن	prep	Ean	عَن	from;about	E.n	ع.ن
20	20	20	20	digit	20	20	20	DIGIT	DIGIT
>lf	ألف	>alof	أَلْف	noun	>alof	أَلْف	thousand+[def.gen.]	#.l.f	#.ل.ف
wmA	وما	mA	ما	pron_rel	mA	ما	and+what	m.#	م.#
Akvr	اكثر	>akovar	أَكْثَر	adj	>akovar	أَكْثَر	more;most+[def.acc.]	k.v.r	ك.ث.ر
<lY	إلى	<ilaY	إِلَى	prep	<ilaY	إِلَى	to;towards	#.l.#	#.ل.#
60	60	60	60	digit	60	60	60	DIGIT	DIGIT
>lf	ألف	>alof	أَلْف	noun	>alof	أَلْف	thousand+[def.gen.]	#.l.f	#.ل.ف
wElykm	وعليكم	EalaY	عَلَى	prep	Ealay	عَلَي	while+on;above+you_[masc.pl.]	E.l.#	ع.ل.#
AlslAm	السلام	salAm	سَلام	noun	salAm	سَلام	the+greeting;salute;salutation+[def.gen.]	s.l.m	س.ل.م
yA	يا	yA	يا	part_voc	yA	يا	oh;you	#.#	#.#
mArAdwnA	مارادونا	mArAdwnA	مارادونا	noun_prop	mArAdwnA	مارادونا	Maradona	NTWS	NTWS
bs	بس	bas~	بَسّ	verb	bas~	بَسّ	crush;pulverize+he;it_<verb>	b.s.s	ب.س.س
m$	مش	ma$~	مَشّ	noun	ma$~	مَشّ	maceration;soaking	m.$.$	م.ش.ش
$gAl	شغال	$ag~Al	شَغّال	adj	$ag~Al	شَغّال	busy;occupied	$.g.l	ش.غ.ل
Alfrq	الفرق	firoqap	فِرْقَة	noun	firaq	فِرَق	the+squads;divisions+[def.gen.]	f.r.q	ف.ر.ق
byn	بين	bay~in	بَيِّن	noun	bay~in	بَيِّن	clear;evident;explicit+[def.acc.]	b.#.n	ب.#.ن
dws	دوس	duws	دُوس	noun_prop	duws	دُوس	DOS	NTWS	NTWS
sAntws	سانتوس	sAnotuws	سانْتُوس	noun_prop	sAnotuws	سانْتُوس	Santos	NTWS	NTWS
w	و	wa	وَ	conj	wa	وَ	and	NTWS	NTWS
rwny	روني	ruwniy	رُونِي	noun_prop	ruwniy	رُونِي	Ronny;Ronnie	NTWS	NTWS
hw	هو	huwa	هُوَ	pron	huwa	هُوَ	it;he	h	ه
>n	أن	>an~a	أَنَّ	conj_sub	>an~a	أَنَّ	that	#.n.n	#.ن.ن
dws	دوس	duws	دُوس	noun_prop	duws	دُوس	DOS	NTWS	NTWS
sAntws	سانتوس	sAnotuws	سانْتُوس	noun_prop	sAnotuws	سانْتُوس	Santos	NTWS	NTWS
ylEb	يلعب	laEib	لَعِب	verb	loEab	لْعَب	he;it+play	l.E.b	ل.ع.ب
brjlh	برجله	rajul	رَجُل	noun	rajul	رَجُل	by;with+man+its;his	r.j.l	ر.ج.ل
AlysrY	اليسرى	>ayosar	أَيْسَر	noun	yusoraY	يُسْرَى	the+left;left_hand	#.s.r	#.س.ر
w	و	wa	وَ	conj	wa	وَ	and	NTWS	NTWS
rwny	روني	ruwniy	رُونِي	noun_prop	ruwniy	رُونِي	Ronny;Ronnie	NTWS	NTWS
ylEb	يلعب	laEib	لَعِب	verb	loEab	لْعَب	he;it+play	l.E.b	ل.ع.ب
bAlymnY	باليمنى	yamaniy~	يَمَنِيّ	adj	yamaniy~	يَمَنِيّ	with;by_+_the+Yemeni	#.m.n	#.م.ن
jdydh	جديده	jadiyd	جَدِيد	adj	jadiyd	جَدِيد	new;modern+its;his	j.d.d	ج.د.د
dyh	ديه	diyap	دِيَة	noun	diy	دِي	blood_money;indemnity;wergild+[fem.sg.]	#.d.#	#.د.#
mSdr	مصدر	maSodar	مَصْدَر	noun	maSodar	مَصْدَر	source+[indef.nom.]	S.d.r	ص.د.ر
2	2	2	2	digit	2	2	2	DIGIT	DIGIT
$Ay	شاي	$Ay	شاي	noun	$Ay	شاي	tea	$.#.#	ش.#.#
yA	يا	yA	يا	part_voc	yA	يا	oh;you	#.#	#.#
slm	سلم	sal~am	سَلَّم	verb	sal~am	سَلَّم	hand_over;surrender;greet+he;it_<verb>	s.l.m	س.ل.م
bsrEh	بسرعه	suroEap	سُرْعَة	noun	suroE	سُرْع	by;with+speed;velocity;promptness+[fem.sg.]	s.r.E	س.ر.ع
Alt$kyl	التشكيل	ta$okiyl	تَشْكِيل	noun	ta$okiyl	تَشْكِيل	the+formation;composition;constitution	$.k.l	ش.ك.ل
AllY	اللى	lay~	لَيّ	noun	lay~	لَيّ	the+distortion;contortion	l.#.#	ل.#.#
Ant	انت	>anota	أَنْتَ	pron	>anota	أَنْتَ	you_[masc.sg.]	#.n	#.ن
yA	يا	yA	يا	part_voc	yA	يا	oh;you	#.#	#.#
Abw	ابو	>abuw	أَبُو	noun_prop	>abuw	أَبُو	Abu	#.b.#	#.ب.#
mSTfY	مصطفى	muSoTafaY	مُصْطَفَى	noun_prop	muSoTafaY	مُصْطَفَى	Mustafa;Moustapha	S.f.#	ص.ف.#
whw	وهو	huwa	هُوَ	pron	huwa	هُوَ	and+it;he	h	ه
AbrAhym	ابراهيم	<iborAhiym	إِبْراهِيم	noun_prop	<iborAhiym	إِبْراهِيم	Ibrahim	NTWS	NTWS
yHY	يحى	>aHoyaY	أَحْيَى	verb	Hoy	حْي	he;it+enliven;celebrate	H.#.#	ح.#.#
mwqwf	موقوف	mawoquwf	مَوْقُوف	adj	mawoquwf	مَوْقُوف	stopped;suspended+[indef.gen.]	#.q.f	#.ق.ف
wlA	ولا	lA	لا	part_neg	lA	لا	and+no;not	l.#	ل.#
AY	اى	>ay~	أَيّ	noun_quant	>ay~	أَيّ	any	#.#.#	#.#.#
whAnY	وهانى	hAniy	هانِي	noun_prop	hAniy	هانِي	while+Hani	h.n.#	ه.ن.#
gyv	غيث	gayov	غَيْث	noun	gayov	غَيْث	rain	g.#.v	غ.#.ث
brDwA	برضوا	baraD	بَرَض	verb	baraD	بَرَض	germinate;sprout+they_<verb>	b.r.D	ب.ر.ض
EAwz	عاوز	EAwiz	عاوِز	noun	EAwiz	عاوِز	wanting;needing	E.#.z	ع.#.ز
AErf	اعرف	Earaf	عَرَف	verb	Eorif	عْرِف	I+know	E.r.f	ع.ر.ف
Allh	الله	All~ah	اللَّه	noun_prop	All~`h	اللّٰه	Allah;God	#.l.h	#.ل.ه
wAElm	واعلم	>aEolam	أَعْلَم	verb	>aEolam	أَعْلَم	and+notify;inform+he;it_<verb>	E.l.m	ع.ل.م
$wf	شوف	$uwf	شُوف	noun_prop	$uwf	شُوف	Shouf;Chouf	$.#.f	ش.#.ف
ygAlY	يغالى	gAlaY	غالَى	verb	gAlaY	غالَى	he;it+be_exceeded;be_overdone	g.l.#	غ.ل.#
AnA	انا	>anA	أَنا	pron	>anA	أَنا	I	#.n	#.ن
bHb	بحب	Hub~	حُبّ	noun	Hub~	حُبّ	by;with+love;affection+[indef.gen.]	H.b.b	ح.ب.ب
AstA*Y	استاذى	>usotA*	أُسْتاذ	noun	>usotA*	أُسْتاذ	professor+my_two	#.s.t.*	#.س.ت.ذ
mHmwd	محمود	maHomuwd	مَحْمُود	noun_prop	maHomuwd	مَحْمُود	Mahmoud	H.m.d	ح.م.د
HAfZ	حافظ	HAfiZ	حافِظ	noun_prop	HAfiZ	حافِظ	Hafiz	H.f.Z	ح.ف.ظ
rgm	رغم	ragom	رَغْم	noun	ragom	رَغْم	in_spite_of;despite+[def.acc.]	r.g.m	ر.غ.م
AnY	انى	>an~a	أَنَّ	conj_sub	>an~	أَنّ	that+I	#.n.n	#.ن.ن
lA	لا	lA	لا	part_neg	lA	لا	no;not	l.#	ل.#
AErf	اعرف	Earaf	عَرَف	verb	Eorif	عْرِف	I+know	E.r.f	ع.ر.ف
wlA	ولا	lA	لا	part_neg	lA	لا	and+no;not	l.#	ل.#
AErf	اعرف	Earaf	عَرَف	verb	Eorif	عْرِف	I+know	E.r.f	ع.ر.ف
HAjp	حاجة	HAjap	حاجَة	noun	HAj	حاج	need;thing+[fem.sg.]	H.#.j	ح.#.ج
gyr	غير	gayor	غَيْر	noun	gayor	غَيْر	not;other+[def.gen.]	g.#.r	غ.#.ر
EDwytp	عضويتة	EuDowiy~ap	عُضْوِيَّة	noun	EuDowiy~	عُضْوِيّ	membership;affiliation+his;its	E.D.#	ع.ض.#
AwAn	اوان	>awAn	أَوان	noun	>awAn	أَوان	time;moment	#.#.n	#.#.ن
Awl	اول	>aw~al	أَوَّل	adj	>aw~al	أَوَّل	first+[def.acc.]	#.#.l	#.#.ل
EDw	عضو	EuDow	عُضْو	noun	EuDow	عُضْو	organ+[def.nom.]	E.D.#	ع.ض.#
HT	حط	HaT~	حَطّ	verb	HaT~	حَطّ	descend;land+he;it_<verb>	H.T.T	ح.ط.ط
fY	فى	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
Swrtp	صورتة	Suwrap	صُورَة	noun	Suwr	صُور	picture;image;illustration;photo+his;its	S.#.r	ص.#.ر
Al$xSyp	الشخصية	$axoSiy~	شَخْصِيّ	adj	$axoSiy~	شَخْصِيّ	the+private;personal+[fem.sg.]	$.x.S	ش.خ.ص
Ant	انت	>anota	أَنْتَ	pron	>anota	أَنْتَ	you_[masc.sg.]	#.n	#.ن
fY	فى	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
Alqlb	القلب	qalob	قَلْب	noun	qalob	قَلْب	the+reversal;inversion+[def.gen.]	q.l.b	ق.ل.ب
wAlEql	والعقل	Eaqol	عَقْل	noun	Eaqol	عَقْل	[part.]_+_the+mind;intellect;brain	E.q.l	ع.ق.ل
lkn	لكن	l`kin~a	لٰكِنَّ	conj	l`kin~a	لٰكِنَّ	however	l.k.n	ل.ك.ن
AnY	انى	>an~a	أَنَّ	conj_sub	>an~	أَنّ	that+I	#.n.n	#.ن.ن
AnsHb	انسحب	{inosaHab	ٱِنْسَحَب	verb	{inosaHab	ٱِنْسَحَب	withdraw;pull_out+he;it_<verb>	s.H.b	س.ح.ب
mn	من	min	مِن	prep	min	مِن	from	m.n	م.ن
AlmntdY	المنتدى	munotadaY	مُنْتَدَى	noun	munotadaY	مُنْتَدَى	the+assembly_room;gathering_place	n.d.#	ن.د.#
$}	شئ	$ayo'	شَيْء	noun	$a}o	شَئْ	something	$.#.#	ش.#.#
SEb	صعب	SaEob	صَعْب	adj	SaEob	صَعْب	difficult;arduous+[indef.nom.]	S.E.b	ص.ع.ب
wAyDA	وايضا	>ayoD	أَيْض	noun	>ayoD	أَيْض	and+metabolism+[acc.indef.]	#.#.D	#.#.ض
AlAstA*	الاستاذ	>usotA*	أُسْتاذ	noun	>usotA*	أُسْتاذ	the+professor+[def.nom.]	#.s.t.*	#.س.ت.ذ
mHmwd	محمود	maHomuwd	مَحْمُود	noun_prop	maHomuwd	مَحْمُود	Mahmoud	H.m.d	ح.م.د
HAfZ	حافظ	HAfiZ	حافِظ	noun_prop	HAfiZ	حافِظ	Hafiz	H.f.Z	ح.ف.ظ
mn	من	min	مِن	prep	min	مِن	from	m.n	م.ن
qdAmY	قدامى	qudAmaY	قُدامَى	noun	qudAmaY	قُدامَى	old;ancients	q.d.m	ق.د.م
AlmntdY	المنتدى	munotadaY	مُنْتَدَى	noun	munotadaY	مُنْتَدَى	the+assembly_room;gathering_place	n.d.#	ن.د.#
wHAfZp	وحافظة	HAfaZ	حافَظ	verb	HAfaZ	حافَظ	while+preserve;protect+he;it_<verb>_it;him	H.f.Z	ح.ف.ظ
Akvr	اكثر	>akovar	أَكْثَر	adj	>akovar	أَكْثَر	more;most+[def.acc.]	k.v.r	ك.ث.ر
mn	من	min	مِن	prep	min	مِن	from	m.n	م.ن
wmnk	ومنك	min	مِن	prep	min	مِن	while+from+you_[masc.sg.]	m.n	م.ن
ygAlY	يغالى	gAlaY	غالَى	verb	gAlaY	غالَى	he;it+be_exceeded;be_overdone	g.l.#	غ.ل.#
wyErf	ويعرف	Earaf	عَرَف	verb	Eorif	عْرِف	and_+_he;it+know	E.r.f	ع.ر.ف
ytSrf	يتصرف	taSar~af	تَصَرَّف	verb	taSar~af	تَصَرَّف	he;it+behave	S.r.f	ص.ر.ف
wAnA	وانا	>anA	أَنا	pron	>anA	أَنا	and+I	#.n	#.ن
mtAkd	متاكد	muta>ak~id	مُتَأَكِّد	noun	muta>ak~id	مُتَأَكِّد	certain;sure	#.k.d	#.ك.د
kl	كل	kul~	كُلّ	noun	kul~	كُلّ	every;all+[def.gen.]	k.l.l	ك.ل.ل
Alvqp	الثقة	viqap	ثِقَة	noun	viq	ثِق	the+trust;confidence+[fem.sg.]	#.v.q	#.ث.ق
Anp	انة	>an~a	أَنَّ	conj_sub	>an~a	أَنَّ	that+it;he	#.n.n	#.ن.ن
yqdr	يقدر	qad~ar	قَدَّر	verb	qad~ar	قَدَّر	he;it+be_estimated;be_valued;be_appraised	q.d.r	ق.د.ر
yHl	يحل	>aHal~	أَحَلّ	verb	Hil~	حِلّ	he;it+allow;replace	H.l.l	ح.ل.ل
m$kltp	مشكلتة	mu$okilap	مُشْكِلَة	noun	mu$okil	مُشْكِل	problem;issue+his;its	$.k.l	ش.ك.ل
bkl	بكل	kul~	كُلّ	noun	kul~	كُلّ	by;with+every;all+[def.gen.]	k.l.l	ك.ل.ل
shwlp	سهولة	suhuwlap	سُهُولَة	noun	suhuwl	سُهُول	ease;facility+[fem.sg.]	s.h.l	س.ه.ل
wlw	ولو	law	لَو	conj	law	لَو	and+if	l.#	ل.#
mA	ما	mA	ما	pron_rel	mA	ما	what	m.#	م.#
HSl$00	حصلش00	HSl$00	حصلش00	digit	HSl$00	حصلش00	حصلش00	DIGIT	DIGIT
ntmnY	نتمنى	taman~aY	تَمَنَّى	verb	taman~aY	تَمَنَّى	we+desire;wish_for;hope	m.n.#	م.ن.#
Alfwz	الفوز	fawoz	فَوْز	noun	fawoz	فَوْز	the+victory+[def.gen.]	f.#.z	ف.#.ز
llzmAlk	للزمالك	zamAlik	زَمالِك	noun_prop	zamAlik	زَمالِك	to;for_+_the+Zamalek	z.m.l.k	ز.م.ل.ك
wAnA	وانا	>anA	أَنا	pron	>anA	أَنا	and+I	#.n	#.ن
bqwl	بقول	qawol	قَوْل	noun	qawol	قَوْل	by;with+statement;remark+[def.gen.]	q.#.l	ق.#.ل
myn	مين	mayon	مَيْن	noun	mayon	مَيْن	lie;untruth	m.#.n	م.#.ن
mSr	مصر	miSor	مِصْر	noun_prop	miSor	مِصْر	Egypt	m.S.r	م.ص.ر
klhA	كلها	kul~	كُلّ	noun	kul~	كُلّ	every;all+its;their;her	k.l.l	ك.ل.ل
btslm	بتسلم	tasal~um	تَسَلُّم	noun	tasal~um	تَسَلُّم	by;with+receipt;taking_over	s.l.m	س.ل.م
Elyk	عليك	EalaY	عَلَى	prep	Ealay	عَلَي	on;above+you_[masc.sg.]	E.l.#	ع.ل.#
yA	يا	yA	يا	part_voc	yA	يا	oh;you	#.#	#.#
Em	عم	Eam~	عَمّ	noun	Eam~	عَمّ	paternal_uncle+[def.gen.]	E.m.m	ع.م.م
SHy	صحي	SiH~iy~	صِحِّيّ	adj	SiH~iy~	صِحِّيّ	health;healthy;sanitary+[indef.gen.]	S.H.H	ص.ح.ح
Alnwm	النوم	nawom	نَوْم	noun	nawom	نَوْم	the+sleep	n.#.m	ن.#.م
dA	دا	dA	دا	noun_prop	dA	دا	Da	NTWS	NTWS
ldwl	لدول	dawolap	دَوْلَة	noun	duwal	دُوَل	for;to+states;countries+[def.gen.]	d.#.l	د.#.ل
Alxlyj	الخليج	xaliyj	خَلِيج	noun	xaliyj	خَلِيج	the+gulf+[def.gen.]	x.l.j	خ.ل.ج
bs	بس	bas~	بَسّ	verb	bas~	بَسّ	crush;pulverize+he;it_<verb>	b.s.s	ب.س.س
mAEdA	ماعدا	EadA	عَدا	prep	mAEadA	ماعَدا	except_for	E.d.#	ع.د.#
lw	لو	law	لَو	conj	law	لَو	if	l.#	ل.#
bnynA	بنينا	banaY	بَنَى	verb	banay	بَنَي	build;erect+we_<verb>	b.n.#	ب.ن.#
xlyj	خليج	xaliyj	خَلِيج	noun	xaliyj	خَلِيج	gulf+[def.gen.]	x.l.j	خ.ل.ج
EndnA	عندنا	Einod	عِنْد	noun	Einoda	عِنْدَ	with;at+us	E.n.d	ع.ن.د
rd	رد	rad~	رَدّ	noun	rad~	رَدّ	return;repulsion+[indef.gen.]	r.d.d	ر.د.د
Almhnds	المهندس	muhanodis	مُهَنْدِس	noun	muhanodis	مُهَنْدِس	the+engineer;technician+[def.gen.]	h.n.d.s	ه.ن.د.س
wqAl	وقال	qAl	قال	verb	qAl	قال	and+said+he;it_<verb>	q.#.l	ق.#.ل
lhA	لها	li	لِ	prep	lahA	لَها	to;for_+_it;them;her_(it;she_has,_they_have)	l	ل
AtSlY	اتصلى	{it~aSal	ٱِتَّصَل	verb	{it~aSil	ٱِتَّصِل	contact;get_in_touch_(with)+you_[fem.sg.]_<verb>	#.S.l	#.ص.ل
b888	ب888	b888	ب888	digit	b888	ب888	ب888	DIGIT	DIGIT
wAErfY	واعرفى	>aEoraf	أَعْرَف	noun	>aEoraf	أَعْرَف	while+more;most_aware;better;best_acquainted+my_two	E.r.f	ع.ر.ف
sEr	سعر	siEor	سِعْر	noun	siEor	سِعْر	price;rate+[def.gen.]	s.E.r	س.ع.ر
Aldqyqp	الدقيقة	daqiyqap	دَقِيقَة	noun	daqiyq	دَقِيق	the+minute+[fem.sg.]	d.q.q	د.ق.ق
lltlyfwn	للتليفون	tilifuwn	تِلِفُون	noun	tiliyfuwn	تِلِيفُون	to;for_+_the+telephone	t.l.f.n	ت.ل.ف.ن
AllY	اللى	lay~	لَيّ	noun	lay~	لَيّ	the+distortion;contortion	l.#.#	ل.#.#
wmnhA	ومنها	min	مِن	prep	min	مِن	and+from+it;them;her	m.n	م.ن
tErfY	تعرفى	Earaf	عَرَف	verb	Eorif	عْرِف	you_[fem.sg.]+know+[fem.sg.]	E.r.f	ع.ر.ف
Aymn	ايمن	>ayoman	أَيْمَن	noun_prop	>ayoman	أَيْمَن	Ayman;Aiman	#.m.n	#.م.ن
fyn	فين	yin	يِن	noun_prop	yin	يِن	and;so+Yen	NTWS	NTWS
mElwmp	معلومة	maEoluwmap	مَعْلُومَة	noun	maEoluwm	مَعْلُوم	piece_of_data;known_fact;item_of_information+[fem.sg.]	E.l.m	ع.ل.م
tAryxyp	تاريخية	tAriyxiy~	تارِيخِيّ	adj	tAriyxiy~	تارِيخِيّ	historical+[fem.sg.]	#.r.x	#.ر.خ
hAmp	هامة	hAm~	هامّ	adj	hAm~	هامّ	important;significant+[fem.sg.]	h.m.m	ه.م.م
AlmAnyA	المانيا	>alomAniyA	أَلْمانِيا	noun_prop	>alomAniyA	أَلْمانِيا	Germany	NTWS	NTWS
wAlnmsA	والنمسا	namosA	نَمْسا	noun_prop	namosA	نَمْسا	and_+_the+Austria	NTWS	NTWS
kAntA	كانتا	kAn	كان	verb	kAn	كان	was;were+they_(both)_<verb>	k.#.n	ك.#.ن
dwlp	دولة	dawolap	دَوْلَة	noun	dawol	دَوْل	state;country+[fem.sg.]	d.#.l	د.#.ل
wAHdp	واحدة	wAHid	واحِد	noun	wAHid	واحِد	one+[fem.sg.]	#.H.d	#.ح.د
vm	ثم	vum~a	ثُمَّ	adv	vum~a	ثُمَّ	then;thereupon	v.m.m	ث.م.م
AnfSlA	انفصلا	{inofaSal	ٱِنْفَصَل	verb	{inofaSal	ٱِنْفَصَل	be_separated;be_removed+they_(both)_<verb>	f.S.l	ف.ص.ل
Misry3	Misry3	Misry3	Misry3	digit	Misry3	Misry3	Misry3	DIGIT	DIGIT
mwDwE	موضوع	mawoDuwE	مَوْضُوع	noun	mawoDuwE	مَوْضُوع	subject;theme;issue+[def.gen.]	#.D.E	#.ض.ع
Alxtm	الختم	xatom	خَتْم	noun	xatom	خَتْم	the+seal;stamp	x.t.m	خ.ت.م
lmA	لما	mA	ما	pron_rel	limA	لِما	why;for_+_what	m.#	م.#
TrHh	طرحه	TaraH	طَرَح	verb	TaraH	طَرَح	submit;suggest;propose+he;it_<verb>_it;him	T.r.H	ط.ر.ح
ElA'	علاء	EalA'	عَلاء	noun_prop	EalA'	عَلاء	Alaa	E.l.#	ع.ل.#
SAdq	صادق	SAdiq	صادِق	noun_prop	SAdiq	صادِق	Sadiq	S.d.q	ص.د.ق
rd	رد	rad~	رَدّ	noun	rad~	رَدّ	return;repulsion+[indef.gen.]	r.d.d	ر.د.د
Elyh	عليه	EalaY	عَلَى	prep	Ealay	عَلَي	on;above+it;him	E.l.#	ع.ل.#
$wbyr	شوبير	$wbyr	شوبير	noun_prop	$wbyr	شوبير	Shubair	NTWS	NTWS
wqAlh	وقاله	qAl	قال	verb	qAl	قال	while+said+he;it_<verb>_it;him	q.#.l	ق.#.ل
AlAstgnA'	الاستغناء	{isotigonA'	ٱِسْتِغْناء	noun	{isotigonA'	ٱِسْتِغْناء	the+dispensing_with;renunciation+[def.gen.]	g.n.#	غ.ن.#
m$	مش	ma$~	مَشّ	noun	ma$~	مَشّ	maceration;soaking	m.$.$	م.ش.ش
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above	E.l.#	ع.ل.#
Alxtm	الختم	xatom	خَتْم	noun	xatom	خَتْم	the+seal;stamp	x.t.m	خ.ت.م
lAnnA	لاننا	>an~a	أَنَّ	conj_sub	li>an~a	لِأَنَّ	because+we	#.n.n	#.ن.ن
AtSlnA	اتصلنا	{it~aSal	ٱِتَّصَل	verb	{it~aSal	ٱِتَّصَل	contact;get_in_touch_(with)+we_<verb>	#.S.l	#.ص.ل
bAlAsmAEylY	بالاسماعيلى	<isomAEiyliy~	إِسْماعِيلِيّ	noun_prop	<isomAEiyliy~	إِسْماعِيلِيّ	with;by_+_the+Ismaili	NTWS	NTWS
wAkd	واكد	>ak~ad	أَكَّد	verb	>ak~ad	أَكَّد	and+affirm;assure;confirm;guarantee+he;it_<verb>	#.k.d	#.ك.د
SHp	صحة	SiH~ap	صِحَّة	noun	SiH~	صِحّ	health;truth;correctness+[fem.sg.]	S.H.H	ص.ح.ح
AlAstgnA'	الاستغناء	{isotigonA'	ٱِسْتِغْناء	noun	{isotigonA'	ٱِسْتِغْناء	the+dispensing_with;renunciation+[def.gen.]	g.n.#	غ.ن.#
wAtmAm	واتمام	<itomAm	إِتْمام	noun	<itomAm	إِتْمام	and+completion;realization+[def.gen.]	t.m.m	ت.م.م
AlSfqh	الصفقه	Safoqap	صَفْقَة	noun	Safoq	صَفْق	the+deal;transaction+[fem.sg.]	S.f.q	ص.ف.ق
klAm	كلام	kalAm	كَلام	noun	kalAm	كَلام	speech;statement;remark;talk;saying+[def.nom.]	k.l.m	ك.ل.م
$wbyr	شوبير	$wbyr	شوبير	noun_prop	$wbyr	شوبير	Shubair	NTWS	NTWS
A*A	اذا	<i*A	إِذا	conj	<i*A	إِذا	if;whether	#.*.#	#.ذ.#
AftrDnA	افترضنا	{ifotaraD	ٱِفْتَرَض	verb	{ifotaraD	ٱِفْتَرَض	expect;suppose;presume+he;it_<verb>_us	f.r.D	ف.ر.ض
SHp	صحة	SiH~ap	صِحَّة	noun	SiH~	صِحّ	health;truth;correctness+[fem.sg.]	S.H.H	ص.ح.ح
Edm	عدم	Eadam	عَدَم	noun	Eadam	عَدَم	absence_of;lack_of;non-+[def.gen.]	E.d.m	ع.د.م
wjwd	وجود	wujuwd	وُجُود	noun	wujuwd	وُجُود	presence;existence+[def.gen.]	#.j.d	#.ج.د
xtm	ختم	xatam	خَتَم	verb	xatam	خَتَم	complete;seal;conclude+he;it_<verb>	x.t.m	خ.ت.م
AsAsA	اساسا	>asAs	أَساس	noun	>asAs	أَساس	foundation;basis+[acc.indef.]	#.s.s	#.س.س
Eyb	عيب	Eayob	عَيْب	noun	Eayob	عَيْب	shame;fault+[indef.gen.]	E.#.b	ع.#.ب
Elyk	عليك	EalaY	عَلَى	prep	Ealay	عَلَي	on;above+you_[masc.sg.]	E.l.#	ع.ل.#
myn	مين	mayon	مَيْن	noun	mayon	مَيْن	lie;untruth	m.#.n	م.#.ن
mA	ما	mA	ما	pron_rel	mA	ما	what	m.#	م.#
Alkbyr	الكبير	kabiyr	كَبِير	adj	kabiyr	كَبِير	the+large;great;important+[def.gen.]	k.b.r	ك.ب.ر
Allh	الله	All~ah	اللَّه	noun_prop	All~`h	اللّٰه	Allah;God	#.l.h	#.ل.ه
yETyny	يعطيني	>aEoTaY	أَعْطَى	verb	EoTiy	عْطِي	he;it+give;provide+me	E.T.#	ع.ط.#
qlb	قلب	qalob	قَلْب	noun	qalob	قَلْب	reversal;inversion+[def.gen.]	q.l.b	ق.ل.ب
kqlbk	كقلبك	qalob	قَلْب	noun	qalob	قَلْب	like;such_as+heart;center;essence+your	q.l.b	ق.ل.ب
w	و	wa	وَ	conj	wa	وَ	and	NTWS	NTWS
Eql	عقل	Eaqol	عَقْل	noun	Eaqol	عَقْل	mind;intellect;brain	E.q.l	ع.ق.ل
