Wordfreq,Word,Transcription,Pos,Phonotactic probability,Lemma,Lemfreq,Lem_trans
470.0,theologies,θ.ɪ.ɑː.l.ə.d.ʒ.i.z,n,0.023016860764882567,theology,14636.0,θ.ɪ.ɑː.l.ə.d.ʒ.i
14166.0,theology,θ.ɪ.ɑː.l.ə.d.ʒ.i,n,0.02120152148498654,theology,14636.0,θ.ɪ.ɑː.l.ə.d.ʒ.i
15943.0,theoretical,θ.i.ə.ɹ.ɛ.ɾ.ɪ.k.ə.l,j,0.03364095335654597,theoretical,15943.0,θ.i.ə.ɹ.ɛ.ɾ.ɪ.k.ə.l
21651.0,theories,θ.i.ə.ɹ.i.z,n,0.01560366058611993,theory,107486.0,θ.i.ə.ɹ.i
85835.0,theory,θ.i.ə.ɹ.i,n,0.017313953040559982,theory,107486.0,θ.i.ə.ɹ.i
4219.0,therapies,θ.ɛ.ɹ.ə.p.i.z,n,0.02007984720987708,therapy,36823.0,θ.ɛ.ɹ.ə.p.i
10736.0,therapist,θ.ɛ.ɹ.ə.p.ɪ.s.t,n,0.041259028522078835,therapist,14907.0,θ.ɛ.ɹ.ə.p.ɪ.s.t
4171.0,therapists,θ.ɛ.ɹ.ə.p.ɪ.s.t.s,n,0.04686252274200195,therapist,14907.0,θ.ɛ.ɹ.ə.p.ɪ.s.t
32604.0,therapy,θ.ɛ.ɹ.ə.p.i,n,0.02159500490930815,therapy,36823.0,θ.ɛ.ɹ.ə.p.i
1980173.0,there,ð.ɛ.ɹ,e,0.036788385889889606,there,1980173.0,ð.ɛ.ɹ
932354.0,there,ð.ɛ.ɹ,r,0.036788385889889606,there,932354.0,ð.ɛ.ɹ
15288.0,thereby,ð.ɛ.ɹ.b.aɪ,r,0.020787898992710194,thereby,15288.0,ð.ɛ.ɹ.b.aɪ
89981.0,therefore,ð.ɛ.ɹ.f.o.ː.ɹ,r,0.018668970757723086,therefore,89981.0,ð.ɛ.ɹ.f.o.ː.ɹ
1223310.0,these,ð.iː.z,d,0.004595970830111016,these,1223310.0,ð.iː.z
4503650.0,they,ð.eɪ,p,0.004971507999708845,they,4503650.0,ð.eɪ
37134.0,thick,θ.ɪ.k,j,0.029130453005901884,thick,41420.0,θ.ɪ.k
3466.0,thicker,θ.ɪ.k.ɚ,j,0.020567027942041502,thick,41420.0,θ.ɪ.k
820.0,thickest,θ.ɪ.k.ɪ.s.t,j,0.02226106384088264,thick,41420.0,θ.ɪ.k
8449.0,thief,θ.iː.f,n,0.007641229973212965,thief,14374.0,θ.iː.f
5925.0,thieves,θ.iː.v.z,n,0.006277129018438084,thief,14374.0,θ.iː.f
5637.0,thigh,θ.aɪ,n,0.005643868561864588,thigh,11981.0,θ.aɪ
6344.0,thighs,θ.aɪ.z,n,0.0042720912540827865,thigh,11981.0,θ.aɪ
39633.0,thin,θ.ɪ.n,j,0.027460050524246014,thin,44274.0,θ.ɪ.n
571666.0,thing,θ.ɪ.ŋ,n,0.036114422124524426,thing,1202004.0,θ.ɪ.ŋ
630338.0,things,θ.ɪ.ŋ.z,n,0.025955050752373452,thing,1202004.0,θ.ɪ.ŋ
1483944.0,think,θ.ɪ.ŋ.k,v,0.04015883967909212,think,2077762.0,θ.ɪ.ŋ.k
135649.0,thinking,θ.ɪ.ŋ.k.ɪ.ŋ,v,0.047017576260390936,think,2077762.0,θ.ɪ.ŋ.k
54185.0,thinking,θ.ɪ.ŋ.k.ɪ.ŋ,n,0.047017576260390936,thinking,54200.0,θ.ɪ.ŋ.k.ɪ.ŋ
15.0,thinkings,θ.ɪ.ŋ.k.ɪ.ŋ.z,n,0.040579021969943514,thinking,54200.0,θ.ɪ.ŋ.k.ɪ.ŋ
68137.0,thinks,θ.ɪ.ŋ.k.s,v,0.03804462800983018,think,2077762.0,θ.ɪ.ŋ.k
4144.0,thinner,θ.ɪ.n.ɚ,j,0.019478561919681562,thin,44274.0,θ.ɪ.n
497.0,thinnest,θ.ɪ.n.ɪ.s.t,j,0.02242853149734305,thin,44274.0,θ.ɪ.n
152339.0,third,θ.ɜː.d,m,0.007327888505844596,third,152339.0,θ.ɜː.d
24427.0,thirty,θ.ɜː.ɾ.i,m,0.006104589622524713,thirty,24427.0,θ.ɜː.ɾ.i
5541355.0,this,ð.ɪ.s,d,0.00830002381526268,this,5541355.0,ð.ɪ.s
17786.0,this,ð.ɪ.s,r,0.00830002381526268,this,17786.0,ð.ɪ.s
14022.0,thoroughly,θ.ʌ.ɹ.o.ʊ.l.i,r,0.008535214699932658,thoroughly,14022.0,θ.ʌ.ɹ.o.ʊ.l.i
964458.0,those,ð.o.ʊ.z,d,0.012878803647683216,those,964458.0,ð.o.ʊ.z
12383.0,thou,ð.aʊ,p,0.003058137659109788,thou,12383.0,ð.aʊ
352608.0,though,ð.o.ʊ,c,0.0164102964623758,though,352608.0,ð.o.ʊ
48909.0,though,ð.o.ʊ,r,0.0164102964623758,though,48909.0,ð.o.ʊ
390032.0,thought,θ.ɔː.t,v,0.01152161326052363,think,2077762.0,θ.ɪ.ŋ.k
82043.0,thought,θ.ɔː.t,n,0.01152161326052363,thought,139016.0,θ.ɔː.t
56973.0,thoughts,θ.ɔː.t.s,n,0.009221672461612356,thought,139016.0,θ.ɔː.t
28009.0,thousand,θ.aʊ.z.ə.n.d,n,0.022100015193491317,thousand,70404.0,θ.aʊ.z.ə.n.d
24086.0,thousand,θ.aʊ.z.ə.n.d,m,0.022100015193491317,thousand,62833.0,θ.aʊ.z.ə.n.d
42395.0,thousands,θ.aʊ.z.ə.n.d.z,n,0.023714387478917198,thousand,70404.0,θ.aʊ.z.ə.n.d
38747.0,thousands,θ.aʊ.z.ə.n.d.z,m,0.023714387478917198,thousand,62833.0,θ.aʊ.z.ə.n.d
17014.0,thread,θ.ɹ.ɛ.d,n,0.04563945460217548,thread,22683.0,θ.ɹ.ɛ.d
5669.0,threads,θ.ɹ.ɛ.d.z,n,0.035464867496433475,thread,22683.0,θ.ɹ.ɛ.d
60969.0,threat,θ.ɹ.ɛ.t,n,0.04602656951418314,threat,85754.0,θ.ɹ.ɛ.t
11166.0,threaten,θ.ɹ.ɛ.ʔ.n.̩,v,0.040021358350039234,threaten,59034.0,θ.ɹ.ɛ.ʔ.n.̩
25525.0,threatened,θ.ɹ.ɛ.ʔ.n.̩.d,v,0.03588454683671658,threaten,59034.0,θ.ɹ.ɛ.ʔ.n.̩
15941.0,threatening,θ.ɹ.ɛ.ʔ.n.̩.ɪ.ŋ,v,0.0405694512798307,threaten,59034.0,θ.ɹ.ɛ.ʔ.n.̩
6402.0,threatens,θ.ɹ.ɛ.ʔ.n.̩.z,v,0.035539253512959466,threaten,59034.0,θ.ɹ.ɛ.ʔ.n.̩
24785.0,threats,θ.ɹ.ɛ.t.s,n,0.03696315361849945,threat,85754.0,θ.ɹ.ɛ.t
569831.0,three,θ.ɹ.iː,m,0.055684671024600785,three,570885.0,θ.ɹ.iː
1054.0,threes,θ.ɹ.iː.z,m,0.038102361931402234,three,570885.0,θ.ɹ.iː
11228.0,threshold,θ.ɹ.ɛ.ʃ.o.ʊ.l.d,n,0.03344784191166294,threshold,13540.0,θ.ɹ.ɛ.ʃ.o.ʊ.l.d
2312.0,thresholds,θ.ɹ.ɛ.ʃ.o.ʊ.l.d.z,n,0.03488865682170285,threshold,13540.0,θ.ɹ.ɛ.ʃ.o.ʊ.l.d
34126.0,threw,θ.ɹ.uː,v,0.055604129570556014,throw,152388.0,θ.ɹ.o.ʊ
6941.0,thrive,θ.ɹ.aɪ.v,v,0.03754978918617927,thrive,12742.0,θ.ɹ.aɪ.v
2064.0,thrived,θ.ɹ.aɪ.v.d,v,0.029253210703489473,thrive,12742.0,θ.ɹ.aɪ.v
1741.0,thrives,θ.ɹ.aɪ.v.z,v,0.029228886666965992,thrive,12742.0,θ.ɹ.aɪ.v
1996.0,thriving,θ.ɹ.aɪ.v.ɪ.ŋ,v,0.04250600663019065,thrive,12742.0,θ.ɹ.aɪ.v
27112.0,throat,θ.ɹ.o.ʊ.t,n,0.04624485395860522,throat,30071.0,θ.ɹ.o.ʊ.t
2959.0,throats,θ.ɹ.o.ʊ.t.s,n,0.04019121541161128,throat,30071.0,θ.ɹ.o.ʊ.t
7758.0,throne,θ.ɹ.o.ʊ.n,n,0.04758560900935811,throne,12528.0,θ.ɹ.o.ʊ.n
4770.0,thrones,θ.ɹ.o.ʊ.n.z,n,0.039555427454206184,throne,12528.0,θ.ɹ.o.ʊ.n
752325.0,through,θ.ɹ.uː,i,0.055604129570556014,through,752325.0,θ.ɹ.uː
87238.0,through,θ.ɹ.uː,r,0.055604129570556014,through,87238.0,θ.ɹ.uː
86381.0,throughout,θ.ɹ.uː.aʊ.t,i,0.03248279012636851,throughout,86381.0,θ.ɹ.uː.aʊ.t
55237.0,throw,θ.ɹ.o.ʊ,v,0.05819140240021523,throw,152388.0,θ.ɹ.o.ʊ
123.0,throwed,θ.ɹ.o.ʊ.d,v,0.0443313382192348,throw,152388.0,θ.ɹ.o.ʊ
26736.0,throwing,θ.ɹ.o.ʊ.ɪ.ŋ,v,0.05518767365750088,throw,152388.0,θ.ɹ.o.ʊ
25707.0,thrown,θ.ɹ.o.ʊ.n,v,0.04758560900935811,throw,152388.0,θ.ɹ.o.ʊ
10459.0,throws,θ.ɹ.o.ʊ.z,v,0.044966363410399876,throw,152388.0,θ.ɹ.o.ʊ
12700.0,thumb,θ.ʌ.m,n,0.01296398319965587,thumb,16776.0,θ.ʌ.m
4076.0,thumbs,θ.ʌ.m.z,n,0.011474116998344058,thumb,16776.0,θ.ʌ.m
56611.0,thursday,θ.ɜː.z.d.eɪ,n,0.008926264969414472,thursday,56611.0,θ.ɜː.z.d.eɪ
118653.0,thus,ð.ʌ.s,r,0.0038309810375580463,thus,118653.0,ð.ʌ.s
302942.0,together,t.ə.ɡ.ɛ.ð.ɚ,r,0.006379556890848981,together,302942.0,t.ə.ɡ.ɛ.ð.ɚ
8376.0,tooth,t.uː.θ,n,0.009888340313623635,tooth,46405.0,t.uː.θ
12.0,tooths,t.uː.θ.s,n,0.01719842871119573,tooth,46405.0,t.uː.θ
135063.0,truth,t.ɹ.uː.θ,n,0.012580884001279569,truth,142017.0,t.ɹ.uː.θ
6954.0,truths,t.ɹ.uː.θ.s,n,0.017577687011093166,truth,142017.0,t.ɹ.uː.θ
35662.0,wealth,w.ɛ.l.θ,n,0.03141856033091731,wealth,35662.0,w.ɛ.l.θ
1886.0,wealthier,w.ɛ.l.θ.i.ɚ,j,0.0277304241334675,wealthy,26746.0,w.ɛ.l.θ.i
3065.0,wealthiest,w.ɛ.l.θ.i.ɪ.s.t,j,0.04560440917221052,wealthy,26746.0,w.ɛ.l.θ.i
21795.0,wealthy,w.ɛ.l.θ.i,j,0.031058578593346486,wealthy,26746.0,w.ɛ.l.θ.i
56529.0,weather,w.ɛ.ð.ɚ,n,0.051751791201221975,weather,56939.0,w.ɛ.ð.ɚ
410.0,weathers,w.ɛ.ð.ɚ.z,n,0.04573531265359851,weather,56939.0,w.ɛ.ð.ɚ
280973.0,whether,w.ɛ.ð.ɚ,c,0.051751791201221975,whether,280973.0,w.ɛ.ð.ɚ
6442861.0,with,w.ɪ.ð,i,0.02301979254145014,with,6442861.0,w.ɪ.ð
8784.0,withdraw,w.ɪ.θ.d.ɹ.ɔː,v,0.024502844983970824,withdraw,22109.0,w.ɪ.θ.d.ɹ.ɔː
2511.0,withdrawing,w.ɪ.θ.d.ɹ.ɔː.ɪ.ŋ,v,0.029089289975730456,withdraw,22109.0,w.ɪ.θ.d.ɹ.ɔː
4767.0,withdrawn,w.ɪ.θ.d.ɹ.ɔː.n,v,0.02253353565185,withdraw,22109.0,w.ɪ.θ.d.ɹ.ɔː
855.0,withdraws,w.ɪ.θ.d.ɹ.ɔː.z,v,0.022104525189058196,withdraw,22109.0,w.ɪ.θ.d.ɹ.ɔː
5192.0,withdrew,w.ɪ.θ.d.ɹ.uː,v,0.02036424604730278,withdraw,22109.0,w.ɪ.θ.d.ɹ.ɔː
243714.0,within,w.ɪ.ð.ɪ.n,i,0.016702697354854978,within,243714.0,w.ɪ.ð.ɪ.n
438567.0,without,w.ɪ.ð.aʊ.t,i,0.016362060030006818,without,438567.0,w.ɪ.ð.aʊ.t
82178.0,worth,w.ɜː.θ,i,0.01737879129970577,worth,82178.0,w.ɜː.θ
26736.0,worth,w.ɜː.θ,n,0.01737879129970577,worth,26778.0,w.ɜː.θ
86.0,worthier,w.ɜː.ð.i.ɚ,j,0.011174236535814269,worthy,13410.0,w.ɜː.ð.i
45.0,worthiest,w.ɜː.ð.i.ɪ.s.t,j,0.023926067932362172,worthy,13410.0,w.ɜː.ð.i
42.0,worths,w.ɜː.θ.s,n,0.02219206270191715,worth,26778.0,w.ɜː.θ
13279.0,worthy,w.ɜː.ð.i,j,0.014050125797325166,worthy,13410.0,w.ɜː.ð.i
49776.0,youth,j.uː.θ,n,0.011218886217915468,youth,57132.0,j.uː.θ
7356.0,youths,j.uː.θ.s,n,0.01808545931405695,youth,57132.0,j.uː.θ
